District,Month_Number,Month_Name,Crop_Name,Reason_1,Reason_2,Reason_3,Reason_4,Reason_5
Vavuniya,1,January,Pumpkin,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Vavuniya,1,January,Cowpea,Soil moisture retention levels are ideal during this specific month,Lower relative humidity reduces the risk of fungal leaf diseases,Favorable soil aeration conditions support deep root development,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Sufficient daily sunlight hours promote maximum photosynthesis
Vavuniya,1,January,Maize,Sufficient daily sunlight hours promote maximum photosynthesis,Optimal soil temperature range for rapid seed germination,Historical data shows reduced pest prevalence during this time of year,Favorable day-night temperature variation enhances crop yield,"Harvesting aligns with local market demand peaks, ensuring better profit"
Vavuniya,1,January,Groundnut,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Sufficient daily sunlight hours promote maximum photosynthesis,Lower relative humidity reduces the risk of fungal leaf diseases,"Harvesting aligns with local market demand peaks, ensuring better profit"
Vavuniya,1,January,Sesame,Sufficient daily sunlight hours promote maximum photosynthesis,Lower relative humidity reduces the risk of fungal leaf diseases,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable day-night temperature variation enhances crop yield,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Vavuniya,1,January,Red Onion,Timing aligns with traditional Maha/Yala seasonal planting schedules,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable day-night temperature variation enhances crop yield,Sufficient daily sunlight hours promote maximum photosynthesis,"Harvesting aligns with local market demand peaks, ensuring better profit"
Vavuniya,2,February,Groundnut,"Harvesting aligns with local market demand peaks, ensuring better profit",Historical data shows reduced pest prevalence during this time of year,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable day-night temperature variation enhances crop yield,Sufficient daily sunlight hours promote maximum photosynthesis
Vavuniya,2,February,Maize,Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination,Favorable day-night temperature variation enhances crop yield,Lower relative humidity reduces the risk of fungal leaf diseases,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Vavuniya,2,February,Sweet Potato,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,"Harvesting aligns with local market demand peaks, ensuring better profit",Timing aligns with traditional Maha/Yala seasonal planting schedules,Lower relative humidity reduces the risk of fungal leaf diseases,Sufficient daily sunlight hours promote maximum photosynthesis
Vavuniya,2,February,Green Gram,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable soil aeration conditions support deep root development,Sufficient daily sunlight hours promote maximum photosynthesis
Vavuniya,2,February,Okra,Timing aligns with traditional Maha/Yala seasonal planting schedules,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination,Sufficient daily sunlight hours promote maximum photosynthesis
Vavuniya,2,February,Cowpea,Lower relative humidity reduces the risk of fungal leaf diseases,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit"
Vavuniya,2,February,Sesame,Sufficient daily sunlight hours promote maximum photosynthesis,Soil moisture retention levels are ideal during this specific month,Favorable day-night temperature variation enhances crop yield,Timing aligns with traditional Maha/Yala seasonal planting schedules,Lower relative humidity reduces the risk of fungal leaf diseases
Vavuniya,2,February,Brinjal,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination
Vavuniya,3,March,Brinjal,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit",Timing aligns with traditional Maha/Yala seasonal planting schedules,Lower relative humidity reduces the risk of fungal leaf diseases,Historical data shows reduced pest prevalence during this time of year
Vavuniya,3,March,Pumpkin,"Harvesting aligns with local market demand peaks, ensuring better profit",Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month,Historical data shows reduced pest prevalence during this time of year
Vavuniya,3,March,Chili,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable soil aeration conditions support deep root development,Favorable day-night temperature variation enhances crop yield,Lower relative humidity reduces the risk of fungal leaf diseases,Historical data shows reduced pest prevalence during this time of year
Vavuniya,3,March,Cowpea,Optimal soil temperature range for rapid seed germination,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable soil aeration conditions support deep root development,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable day-night temperature variation enhances crop yield
Vavuniya,3,March,Tomato,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination,Favorable soil aeration conditions support deep root development,Soil moisture retention levels are ideal during this specific month,Favorable day-night temperature variation enhances crop yield
